system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,GNDVI,NBR,NDMI,NDVI,SAVI,aspect,elevation,precipitation,slope,.geo
114_0,3175.25,2621.5,931.5,1427.6,1802.6666,2066.8333,2354.75,2475.8,2479.3333,2539.4,0.26808944,0.26919663,-0.027871279,-0.12307127,0.15802585,0.23701109,353.9538,1624.0,125.48344,10.151883,"{""type"":""MultiPoint"",""coordinates"":[]}"
115_0,4364.0,4088.5,1158.5,1784.0,2699.5,3014.5,3129.0,3252.0,3262.5,3231.0,0.13066587,0.29297534,-0.11236566,-0.14443061,0.0944314,0.14163522,270.0,205.0,57.541348,1.0766288,"{""type"":""MultiPoint"",""coordinates"":[]}"
116_0,4397.1665,3637.2,1239.5769,1759.8636,2353.1428,2654.4155,2924.8,3121.8333,3215.7273,3346.125,0.26825804,0.29260114,-0.061502572,-0.15518925,0.15489398,0.23232011,146.39874,1012.0,101.82748,22.202318,"{""type"":""MultiPoint"",""coordinates"":[]}"
117_0,3787.0,3368.0,1262.0,1829.0,2525.0,2842.5,3153.5,3356.5,3426.5,3455.0,0.24732511,0.30396727,0.008609905,-0.04997574,0.15147442,0.22719254,217.73346,274.0,48.28706,3.513847,"{""type"":""MultiPoint"",""coordinates"":[]}"
118_0,3346.5,2917.0,1490.0,2001.5,2388.5,2644.5,2879.0,3040.0,3101.0,3135.0,0.28463566,0.21548261,0.030574942,-0.038076773,0.12979324,0.19467214,324.079,2678.0,173.42963,36.48661,"{""type"":""MultiPoint"",""coordinates"":[]}"
119_0,4202.0,3689.0,834.0,1304.0,2084.0,2432.0,2773.0,2971.0,3058.0,3179.0,0.2616029,0.40210912,-0.09352305,-0.15757576,0.18942046,0.28410307,266.48672,1518.0,71.28793,14.79733,"{""type"":""MultiPoint"",""coordinates"":[]}"
120_0,2375.0,1885.0,613.5,893.5,1076.0,1397.5,1920.5,2098.0,2157.0,2241.5,0.6734783,0.4141944,0.06729342,-0.048102383,0.33436435,0.501469,82.99143,1284.0,66.00385,21.702656,"{""type"":""MultiPoint"",""coordinates"":[]}"
121_0,4139.5,3531.0,853.3333,1299.0,1943.0,2185.0,2423.0,2611.0,2720.5,2800.3333,0.24359295,0.35365096,-0.12964888,-0.20685132,0.16672027,0.2500536,11.002797,1417.0,97.02854,5.650764,"{""type"":""MultiPoint"",""coordinates"":[]}"
122_0,5171.0,4436.0,1326.3334,1984.0,2882.25,3193.0,3350.0,3550.0,3707.3333,3763.5,0.18659724,0.30279958,-0.08948016,-0.16485828,0.12521023,0.1878011,257.8906,773.0,79.38492,8.773339,"{""type"":""MultiPoint"",""coordinates"":[]}"
123_0,3799.5,3244.0,859.625,1373.5,1890.2727,2189.9,2524.2856,2718.8333,2725.2727,2831.0,0.2739242,0.32979938,-0.08689958,-0.16463827,0.18091036,0.27133614,257.8878,1581.0,88.99038,4.411524,"{""type"":""MultiPoint"",""coordinates"":[]}"
124_0,1799.5,1610.5,561.5,780.0,1307.5,1565.5,1747.5,1865.5,1886.5,1864.5,0.26216888,0.41496342,0.07892479,0.023602821,0.1812774,0.27187353,95.78285,579.0,63.261604,17.813152,"{""type"":""MultiPoint"",""coordinates"":[]}"
